ID,Upvotes
7,734.3054
9,0.8886634
12,0.0
13,474.9839
16,22.473778
17,7911.8433
22,0.0
25,0.0
26,0.0
27,37.390373
33,0.0
43,8.031058
47,12.052665
48,0.0
52,0.0
56,0.0
57,191.97264
59,99.91967
60,0.0
61,0.0
62,0.0
63,1848.1096
64,0.0
65,0.0
68,50.38903
70,0.0
75,331.19824
76,182.16869
79,30.851494
84,1.7558814
90,0.0
94,0.0
106,0.0
112,0.0
113,0.0
116,142.02074
117,0.0
118,237.50731
120,0.0
122,0.0
126,39.78646
141,2658.8625
144,197.29466
147,0.0
162,0.0
163,0.0
164,0.0
166,0.0
170,0.0
171,0.0
176,38.002678
180,0.0
187,673.573
190,3.082755
191,50.71807
199,43.26803
201,0.0
204,0.0
209,0.0
212,0.0
214,1439.4539
218,11.685294
221,0.0
222,5.9709997
226,8.145377
227,0.0
231,0.0
232,0.0
235,23.960228
236,46.221184
239,0.0
241,0.0
248,2.1717443
251,162.05333
253,85.554436
255,83.58666
256,0.0
280,0.0
285,0.0
289,214.60228
292,553.7324
294,183.73228
295,0.0
298,0.0
303,0.0
310,0.0
311,0.0
313,96.65307
314,0.0
316,12.4215
317,0.1876136
324,0.0
327,0.0
328,0.0
335,0.0
345,16.224846
349,0.0
350,0.0
355,0.0
356,0.0
359,218.14049
364,11.986381
372,0.0
385,221.50377
390,0.0
391,52.187737
395,0.0
397,5.4980383
398,0.0
401,0.0
402,0.0
405,0.0
409,16.136467
413,46.312035
415,0.0
418,34.120842
422,25.188957
424,0.0
425,630.2224
426,303.50952
429,38.30703
430,0.0
444,48.083977
445,0.0
451,3.2368078
453,0.0
456,142.66637
457,61.623344
459,15.892325
461,5423.567
470,10.826835
478,0.0
480,3.0886145
481,0.0
487,0.0
488,0.0
490,0.0
491,0.0
493,0.0
496,16.027702
498,0.0
501,214.88011
505,0.0
508,12.713187
509,0.0
516,29.712395
521,0.0
522,191.7689
525,128.09251
528,0.0
535,0.0
538,41.887016
543,11.732413
548,0.0
554,8138.28
555,2.230216
556,0.0
557,1205.1265
561,0.0
567,0.0
570,8.959281
572,0.0
573,0.0
576,0.0
580,0.0
581,104.852165
586,39.151237
588,426.49048
589,3.2474432
591,5.825675
593,0.0
594,48.412712
597,73.503105
601,0.0
607,0.0
609,0.0
610,0.0
613,0.0
616,0.0
618,42.307487
619,0.0
620,0.0
626,16.679924
631,0.0
633,120.577446
634,0.0
641,11.680839
643,0.0
644,0.0
645,0.0
646,0.0
647,2.4612951
648,245.37596
652,0.0
654,0.0
656,0.0
657,0.0
658,0.0
667,187.35057
669,0.0
670,0.0
671,0.0
674,0.0
677,72.91723
683,0.0
690,66.868645
691,0.0
693,447.89972
694,79.90429
705,0.0
708,146.7517
712,16.452019
713,0.0
715,0.0
718,67.78686
725,0.0
728,63.542717
729,38.229424
730,0.0
732,2.4965734
734,0.0
736,0.0
741,74.60196
742,37.89794
750,22523.21
753,0.0
756,0.0
757,1.1861793
760,0.0
762,31.578606
763,113.62389
765,0.0
767,0.0
778,89.11608
779,0.0
782,0.0
786,2.864005
788,0.0
790,0.0
793,0.0
794,0.0
795,35.81054
804,33.042503
810,0.0
811,1748.8142
812,0.0
815,17.771233
816,22.87426
818,36.100334
821,0.0
823,0.0
827,24.27221
831,128.395
833,2.7418127
837,17.948723
839,0.37572396
840,0.0
842,0.0
843,4.131339
844,24.49401
847,0.0
848,21.272575
850,0.0
855,38.594597
856,0.0
857,15.989493
858,0.21556771
863,1.7903053
865,36.96496
866,0.0
869,0.0
873,4.6376867
877,0.0
880,189.33629
881,0.0
883,4206.0737
884,21.9962
892,0.0
894,0.0
898,7.6966467
903,0.0
905,0.0
906,0.0
912,0.0
915,0.0
917,2724.952
923,26.240349
928,106.440056
938,3.3771887
939,0.0
941,0.0
944,5.912345
945,0.0
946,0.0
948,97.75652
952,0.0
954,40.861122
963,0.0
968,0.0
969,0.0
974,141.70091
976,0.0
979,18.12426
981,0.0
982,0.0
984,138.41331
993,0.0
997,0.0
1004,3.8770666
1006,149.75291
1011,587.47314
1012,0.0
1013,0.0
1016,304.83813
1019,0.0
1020,0.0
1026,0.0
1031,0.0
1042,13.944129
1049,0.0
1055,3.8143225
1057,0.0
1060,0.0
1061,0.0
1062,7.0314245
1063,427.52222
1064,47.97399
1069,111.08288
1071,18.015862
1076,86.04406
1078,0.0
1081,0.0
1084,0.0
1090,0.0
1093,0.0
1103,5.662223
1108,0.0
1109,0.0
1110,432.10474
1115,0.0
1120,470.26697
1122,0.0
1126,129.92516
1128,0.0
1132,0.0
