ID,Upvotes
7,5147.8318
9,0.0
12,441.34219999999993
13,118.04869999999998
16,80.74219999999998
17,1323.4735000000003
22,0.0
25,221.90490000000003
26,19.330800000000025
27,516.6258
33,0.0
43,0.0
47,0.0
48,2110.256
52,0.0
56,0.0
57,270.411
59,0.0
60,0.0
61,0.0
62,0.0
63,1441.7569
64,0.0
65,0.0
68,0.0
70,0.0
75,124.6097
76,357.8421
79,0.0
84,0.0
90,135.90499999999997
94,0.0
106,0.0
112,164.63869999999997
113,116.53249999999997
116,161.769
117,0.0
118,260.46509999999995
120,642.5969
122,34.89860000000003
126,0.0
141,2385.9303999999997
144,6071.462200000001
147,0.0
162,0.0
163,0.0
164,42.09640000000003
166,0.0
170,0.0
171,0.0
176,149.35930000000002
180,1469.9811
187,6215.3234
190,0.0
191,0.0
199,123.46149999999999
201,0.0
204,0.0
209,0.0
212,0.0
214,223.99439999999996
218,67.9683
221,0.0
222,85.8625
226,21.259199999999993
227,0.0
231,0.0
232,2296.8898999999997
235,0.0
236,0.0
239,0.0
241,0.0
248,0.0
251,201.48340000000005
253,0.0
255,3202.169
256,0.0
280,0.0
285,0.0
289,2825.2472000000002
292,0.0
294,56.74470000000002
295,17.07610000000001
298,246.98080000000004
303,0.0
310,0.0
311,20.524799999999985
313,623.841
314,292.0982
316,86.63859999999998
317,9.858399999999975
324,0.0
327,0.0
328,0.0
335,850.3626999999999
345,0.0
349,0.0
350,0.0
355,24.771399999999993
356,0.0
359,0.0
364,71.78910000000002
372,502.55080000000004
385,112.16429999999998
390,0.0
391,1349.5962000000002
395,0.0
397,0.0
398,0.0
401,0.0
402,0.0
405,78.08160000000002
409,447.4912999999999
413,0.0
415,0.0
418,0.0
422,0.0
424,0.0
425,371.3299
426,613.5328
429,0.0
430,0.0
444,0.0
445,0.0
451,0.0
453,0.0
456,0.0
457,0.0
459,1356.0874000000001
461,1389.7364000000002
470,0.0
478,0.0
480,0.0
481,0.0
487,0.0
488,0.0
490,0.0
491,692.4363
493,0.0
496,0.0
498,0.0
501,1353.7193000000002
505,302.38840000000005
508,0.0
509,0.0
516,0.0
521,0.0
522,470.32259999999997
525,2351.6288
528,166.87730000000002
535,200.27549999999997
538,0.0
543,3.6376000000000133
548,0.0
554,253.46629999999996
555,0.0
556,0.0
557,696.88
561,146.53159999999997
567,0.0
570,0.0
572,0.0
573,0.0
576,0.0
580,0.0
581,1644.7429
586,174.43930000000003
588,218.98559999999998
589,0.0
591,0.0
593,0.0
594,0.0
597,221.82120000000003
601,0.0
607,607.378
609,0.0
610,0.0
613,0.0
616,0.0
618,35.4378
619,6.913199999999975
620,0.0
626,0.0
631,0.0
633,0.0
634,0.0
641,0.0
643,15.016599999999983
644,0.0
645,0.0
646,1523.2354
647,346.91890000000006
648,0.0
652,0.0
654,0.0
656,0.0
657,0.0
658,0.0
667,1301.6688000000001
669,0.0
670,0.0
671,0.0
674,93.0802
677,311.616
683,0.0
690,746.1764000000001
691,0.0
693,0.0
694,0.0
705,320.5849
708,1927.6254999999999
712,0.0
713,0.0
715,0.0
718,420.02139999999997
725,0.0
